"transaction_id","transaction_date","transaction_time","sales_outlet_id","staff_id","customer_id","instore_yn","order","line_item_id","product_id","quantity","line_item_amount","unit_price","promo_item_yn"
199,2019-04-01,14:24:55,3,12,112,Y,1,1,41,2,8.50,4.25,N
199,2019-04-01,14:24:55,3,12,112,Y,1,5,79,1,3.75,3.75,N
202,2019-04-01,17:26:58,3,17,437,N,1,1,37,2,6.00,3.00,N
212,2019-04-01,17:03:21,3,17,552,N,1,1,50,1,2.50,2.50,N
219,2019-04-01,15:03:55,3,12,194,Y,1,1,43,1,3.00,3.00,N
224,2019-04-01,14:54:27,3,17,788,N,1,1,38,2,7.50,3.75,N
226,2019-04-01,16:30:12,3,12,533,Y,1,1,40,1,3.75,3.75,N
227,2019-04-01,12:09:11,3,17,521,N,1,1,28,2,4.00,2.00,N
238,2019-04-01,15:48:10,3,17,512,Y,1,1,41,1,4.25,4.25,N
247,2019-04-01,19:04:32,3,17,178,Y,1,1,23,1,2.50,2.50,N
248,2019-04-01,14:30:49,3,12,416,Y,1,1,32,2,6.00,3.00,N
249,2019-04-01,11:15:38,3,12,22,Y,1,1,52,1,2.50,2.50,N
260,2019-04-01,18:14:31,3,12,642,Y,1,1,61,2,9.50,4.75,N
262,2019-04-01,11:52:08,3,12,189,N,1,1,58,1,3.50,3.50,N
268,2019-04-01,16:04:10,3,17,223,N,1,1,42,2,5.00,2.50,N
269,2019-04-01,19:25:00,3,12,40,Y,1,1,53,1,3.00,3.00,N
270,2019-04-01,11:27:00,3,17,344,N,1,1,49,1,3.00,3.00,N
276,2019-04-01,16:10:37,3,12,401,N,1,1,42,2,5.00,2.50,N
281,2019-04-01,11:27:06,3,12,189,N,1,1,31,2,4.40,2.20,N
290,2019-04-01,14:58:35,3,12,517,N,1,1,43,1,3.00,3.00,N
296,2019-04-01,14:49:18,3,17,328,Y,1,1,39,1,4.25,4.25,N
296,2019-04-01,14:49:18,3,17,328,Y,1,5,79,1,3.75,3.75,N
297,2019-04-01,12:05:26,3,12,331,N,1,1,48,2,5.00,2.50,N
298,2019-04-01,18:30:05,3,17,414,N,1,1,55,2,8.00,4.00,N
317,2019-04-01,19:57:08,3,12,567,N,1,1,48,1,2.50,2.50,N
325,2019-04-01,19:23:13,3,12,526,N,1,1,22,2,4.00,2.00,N
326,2019-04-01,12:05:31,3,12,659,N,1,1,52,2,5.00,2.50,N
334,2019-04-01,18:12:37,3,17,492,N,1,1,25,2,4.40,2.20,N
337,2019-04-01,18:14:17,3,17,655,Y,1,1,39,2,8.50,4.25,N
344,2019-04-01,17:28:16,3,12,500,Y,1,1,41,1,4.25,4.25,N
357,2019-04-01,15:34:10,3,12,530,N,1,1,41,2,8.50,4.25,N
357,2019-04-01,15:34:10,3,12,530,N,1,5,76,1,3.50,3.50,N
360,2019-04-01,15:30:57,3,17,114,Y,1,1,38,2,7.50,3.75,N
366,2019-04-01,18:33:47,3,17,301,N,1,1,51,1,3.00,3.00,N
384,2019-04-01,16:04:18,3,17,602,Y,1,1,54,2,5.00,2.50,N
385,2019-04-01,11:32:46,3,12,565,Y,1,1,31,2,4.40,2.20,N
389,2019-04-01,17:00:27,3,12,335,Y,1,1,29,1,2.50,2.50,N
390,2019-04-01,12:20:37,3,12,52,Y,1,1,25,1,2.20,2.20,N
391,2019-04-01,18:05:52,3,12,216,N,1,1,33,2,7.00,3.50,N
391,2019-04-01,18:05:52,3,12,216,N,1,5,79,1,3.75,3.75,N
396,2019-04-01,14:45:31,3,17,550,Y,1,1,47,1,3.00,3.00,N
405,2019-04-01,19:31:31,3,17,481,N,1,1,26,2,6.00,3.00,N
411,2019-04-01,12:23:27,3,12,516,N,1,1,22,2,4.00,2.00,N
413,2019-04-01,16:03:50,3,17,508,N,1,1,31,1,2.20,2.20,N
413,2019-04-01,16:03:50,3,17,508,N,1,5,76,1,3.50,3.50,N
421,2019-04-01,19:52:28,3,17,717,N,1,1,34,2,4.90,2.45,N
422,2019-04-01,14:14:08,3,17,641,Y,1,1,26,1,3.00,3.00,N
426,2019-04-01,15:45:16,3,17,525,N,1,1,46,2,5.00,2.50,N
427,2019-04-01,19:03:00,3,12,384,Y,1,1,22,1,2.00,2.00,N
429,2019-04-01,12:56:59,3,17,784,Y,1,1,47,1,3.00,3.00,N
434,2019-04-01,17:26:52,3,12,383,N,1,1,26,2,6.00,3.00,N
446,2019-04-01,12:15:02,3,12,659,Y,1,1,50,2,5.00,2.50,N
447,2019-04-01,14:51:44,3,17,235,Y,1,1,30,1,3.00,3.00,N
451,2019-04-01,12:55:25,3,12,319,Y,1,1,49,1,3.00,3.00,N
457,2019-04-01,16:17:06,3,12,647,N,1,1,34,2,4.90,2.45,N
459,2019-04-01,18:09:04,3,17,320,Y,1,1,35,1,3.10,3.10,N
461,2019-04-01,17:54:11,3,17,326,Y,1,1,56,2,5.10,2.55,N
470,2019-04-01,18:38:00,3,12,122,Y,1,1,41,1,4.25,4.25,N
474,2019-04-01,18:13:09,3,12,453,Y,1,1,59,1,4.50,4.50,N
480,2019-04-01,16:37:34,3,17,185,N,1,1,26,2,6.00,3.00,N
483,2019-04-01,19:15:15,3,12,393,N,1,1,55,1,4.00,4.00,N
490,2019-04-01,16:24:40,3,12,392,Y,1,1,47,2,6.00,3.00,N
490,2019-04-01,16:24:40,3,12,392,Y,1,5,74,1,3.50,3.50,N
494,2019-04-01,18:25:42,3,12,241,N,1,1,35,1,3.10,3.10,N
495,2019-04-01,18:51:23,3,17,777,N,1,1,24,2,6.00,3.00,N
497,2019-04-01,16:49:38,3,12,407,Y,1,1,52,1,2.50,2.50,N
501,2019-04-01,16:16:43,3,17,659,N,1,1,39,1,4.25,4.25,N
510,2019-04-01,15:15:17,3,12,288,Y,1,1,35,2,6.20,3.10,N
510,2019-04-01,15:15:17,3,12,288,Y,1,5,79,1,3.75,3.75,N
511,2019-04-01,18:07:54,3,12,15,N,1,1,26,2,6.00,3.00,N
513,2019-04-01,11:08:11,3,17,486,Y,1,1,59,1,4.50,4.50,N
516,2019-04-01,16:02:33,3,12,206,Y,1,1,43,2,6.00,3.00,N
516,2019-04-01,16:02:33,3,12,206,Y,1,5,71,1,3.75,3.75,N
523,2019-04-01,14:00:44,3,17,315,N,1,1,25,1,2.20,2.20,N
528,2019-04-01,17:12:46,3,17,197,Y,1,1,55,2,8.00,4.00,N
529,2019-04-01,19:49:37,3,12,329,N,1,1,36,1,3.75,3.75,N
530,2019-04-01,19:28:35,3,17,184,Y,1,1,55,1,4.00,4.00,N
534,2019-04-01,18:52:34,3,17,474,N,1,1,22,1,2.00,2.00,N
537,2019-04-01,12:18:27,3,17,706,Y,1,1,38,1,3.75,3.75,N
539,2019-04-01,17:18:36,3,17,384,Y,1,1,29,1,2.50,2.50,N
541,2019-04-01,19:17:34,3,12,537,Y,1,1,52,2,5.00,2.50,N
546,2019-04-01,18:49:48,3,17,128,N,1,1,27,1,3.50,3.50,N
550,2019-04-01,11:12:39,3,17,349,Y,1,1,22,2,4.00,2.00,N
554,2019-04-01,17:11:09,3,17,245,N,1,1,25,1,2.20,2.20,N
555,2019-04-01,18:23:47,3,17,244,N,1,1,32,2,6.00,3.00,N
558,2019-04-01,13:44:48,3,12,65,Y,1,1,56,1,2.55,2.55,N
562,2019-04-01,13:03:13,3,12,616,N,1,1,43,2,6.00,3.00,N
565,2019-04-01,11:45:11,3,12,284,N,1,1,51,2,6.00,3.00,N
566,2019-04-01,12:20:16,3,17,384,Y,1,1,60,2,7.50,3.75,N
575,2019-04-01,17:41:55,3,17,269,N,1,1,55,2,8.00,4.00,N
575,2019-04-01,17:41:55,3,17,269,N,1,5,71,1,3.75,3.75,N
580,2019-04-01,11:15:17,3,17,736,N,1,1,54,2,5.00,2.50,N
585,2019-04-01,17:58:05,3,17,385,N,1,1,52,2,5.00,2.50,N
586,2019-04-01,15:14:19,3,12,25,Y,1,1,26,2,6.00,3.00,N
588,2019-04-01,12:45:52,3,17,200,Y,1,1,28,2,4.00,2.00,N
590,2019-04-01,16:39:24,3,17,450,Y,1,1,36,1,3.75,3.75,N
591,2019-04-01,16:32:46,3,17,644,N,1,1,51,2,6.00,3.00,N
593,2019-04-01,18:18:10,3,17,482,N,1,1,59,1,4.50,4.50,N
599,2019-04-01,12:58:29,3,12,83,N,1,1,41,1,4.25,4.25,N
601,2019-04-01,11:47:57,3,17,199,N,1,1,23,1,2.50,2.50,N
601,2019-04-01,11:47:57,3,17,199,N,1,5,69,1,3.25,3.25,N
602,2019-04-01,16:22:38,3,12,425,N,1,1,22,1,2.00,2.00,N
610,2019-04-01,15:30:16,3,12,222,Y,1,1,43,1,3.00,3.00,N
611,2019-04-01,11:17:40,3,17,776,N,1,1,51,2,6.00,3.00,N
616,2019-04-01,11:30:18,3,12,190,N,1,1,30,2,6.00,3.00,N
625,2019-04-01,18:34:46,3,12,729,Y,1,1,25,2,4.40,2.20,N
625,2019-04-01,18:34:46,3,12,729,Y,1,5,77,1,3.00,3.00,N
641,2019-04-01,16:48:51,3,12,749,Y,1,1,59,1,4.50,4.50,N
646,2019-04-01,18:16:21,3,12,281,Y,1,1,54,2,5.00,2.50,N
660,2019-04-01,19:58:29,3,17,362,Y,1,1,55,1,4.00,4.00,N
675,2019-04-01,15:29:24,3,17,271,Y,1,1,57,1,3.10,3.10,N
675,2019-04-01,15:29:24,3,17,271,Y,1,5,70,1,3.25,3.25,N
676,2019-04-01,11:09:01,3,12,289,N,1,1,59,1,4.50,4.50,N
677,2019-04-01,14:01:57,3,12,124,Y,1,1,36,2,7.50,3.75,N
684,2019-04-01,11:57:17,3,12,693,Y,1,1,37,2,6.00,3.00,N
691,2019-04-01,17:39:57,3,12,602,N,1,1,25,1,2.20,2.20,N
691,2019-04-01,17:39:57,3,12,602,N,1,5,77,1,3.00,3.00,N
693,2019-04-01,18:13:19,3,17,376,Y,1,1,60,2,7.50,3.75,N
694,2019-04-01,14:19:10,3,12,251,Y,1,1,60,1,3.75,3.75,N
703,2019-04-01,13:21:23,3,17,459,N,1,1,38,2,7.50,3.75,N
709,2019-04-01,12:30:46,3,17,120,N,1,1,44,2,5.00,2.50,N
711,2019-04-01,18:34:56,3,12,136,N,1,1,60,2,7.50,3.75,N
724,2019-04-01,13:05:56,3,17,596,Y,1,1,58,1,3.50,3.50,N
725,2019-04-01,19:25:42,3,17,393,N,1,1,55,1,4.00,4.00,N
728,2019-04-01,16:31:22,3,17,126,N,1,1,51,2,6.00,3.00,N
737,2019-04-01,15:01:21,3,12,162,N,1,1,34,2,4.90,2.45,N
739,2019-04-01,12:46:22,3,17,230,Y,1,1,56,1,2.55,2.55,N
755,2019-04-01,18:43:42,3,12,290,Y,1,1,25,1,2.20,2.20,N
766,2019-04-01,15:09:37,3,12,119,Y,1,1,22,1,2.00,2.00,N
770,2019-04-01,17:22:29,3,17,332,N,1,1,58,2,7.00,3.50,N
771,2019-04-01,16:38:05,3,12,138,Y,1,1,35,1,3.10,3.10,N
777,2019-04-01,14:35:47,3,17,361,N,1,1,55,1,4.00,4.00,N
778,2019-04-01,15:10:55,3,17,488,N,1,1,42,1,2.50,2.50,N
780,2019-04-01,14:05:30,3,12,222,Y,1,1,60,1,3.75,3.75,N
782,2019-04-01,18:00:34,3,17,141,Y,1,1,53,1,3.00,3.00,N
789,2019-04-01,18:31:25,3,12,505,N,1,1,41,2,8.50,4.25,N
790,2019-04-01,12:42:26,3,17,139,Y,1,1,53,1,3.00,3.00,N
793,2019-04-01,13:09:20,3,17,473,N,1,1,26,1,3.00,3.00,N
798,2019-04-01,19:29:01,3,17,329,Y,1,1,44,2,5.00,2.50,N
803,2019-04-01,11:26:24,3,17,600,N,1,1,49,2,6.00,3.00,N
807,2019-04-01,16:47:11,3,17,796,N,1,1,26,2,6.00,3.00,N
809,2019-04-01,16:51:18,3,12,52,N,1,1,37,2,6.00,3.00,N
810,2019-04-01,18:51:41,3,17,702,Y,1,1,28,1,2.00,2.00,N
820,2019-04-01,19:21:29,3,12,466,N,1,1,51,1,3.00,3.00,N
820,2019-04-01,19:21:29,3,12,466,N,1,5,74,1,3.50,3.50,N
823,2019-04-01,19:32:22,3,17,24,Y,1,1,47,1,3.00,3.00,N
828,2019-04-01,11:14:07,3,12,456,Y,1,1,52,1,2.50,2.50,N
831,2019-04-01,19:38:46,3,12,406,N,1,1,55,2,8.00,4.00,N
855,2019-04-01,15:12:22,3,12,637,N,1,1,24,1,3.00,3.00,N
859,2019-04-01,17:44:28,3,12,209,Y,1,1,27,2,7.00,3.50,N
859,2019-04-01,17:44:28,3,12,209,Y,1,5,74,1,3.50,3.50,N
861,2019-04-01,13:09:03,3,17,438,Y,1,1,35,1,3.10,3.10,N
869,2019-04-01,16:42:12,3,17,536,Y,1,1,36,2,7.50,3.75,N
873,2019-04-01,19:07:26,3,17,550,Y,1,1,46,1,2.50,2.50,N
873,2019-04-01,19:07:26,3,17,550,Y,1,5,78,1,4.50,4.50,N
889,2019-04-01,16:58:31,3,12,548,N,1,1,45,2,6.00,3.00,N
889,2019-04-01,16:58:31,3,12,548,N,1,5,70,1,3.25,3.25,N
891,2019-04-01,12:12:21,3,17,662,Y,1,1,34,2,4.90,2.45,N
891,2019-04-01,12:12:21,3,17,662,Y,1,5,71,1,3.75,3.75,N
901,2019-04-01,15:09:38,3,12,341,Y,1,1,29,1,2.50,2.50,N
901,2019-04-01,15:09:38,3,12,341,Y,1,5,71,1,3.75,3.75,N
902,2019-04-01,13:23:54,3,17,685,N,1,1,58,2,7.00,3.50,N
917,2019-04-01,19:10:16,3,12,631,Y,1,1,27,2,7.00,3.50,N
919,2019-04-01,19:06:41,3,17,675,N,1,1,54,1,2.50,2.50,N
921,2019-04-01,11:44:31,3,12,773,N,1,1,56,1,2.55,2.55,N
923,2019-04-01,13:44:26,3,17,740,N,1,1,57,1,3.10,3.10,N
924,2019-04-01,12:58:53,3,17,743,N,1,1,57,2,6.20,3.10,N
932,2019-04-01,15:55:09,3,12,296,N,1,1,44,2,5.00,2.50,N
944,2019-04-01,19:25:57,3,17,63,Y,1,1,50,2,5.00,2.50,N
944,2019-04-01,19:25:57,3,17,63,Y,1,5,69,1,3.25,3.25,N
946,2019-04-01,12:04:37,3,17,563,N,1,1,47,2,6.00,3.00,N
948,2019-04-01,16:18:56,3,17,424,N,1,1,61,1,4.75,4.75,N
960,2019-04-01,14:07:56,3,12,382,Y,1,1,23,1,2.50,2.50,N
964,2019-04-01,12:33:20,3,12,608,Y,1,1,54,2,5.00,2.50,N
968,2019-04-01,18:22:07,3,17,497,Y,1,1,53,1,3.00,3.00,N
969,2019-04-01,15:19:19,3,17,313,N,1,1,43,1,3.00,3.00,N
984,2019-04-01,15:17:06,3,12,81,N,1,1,53,1,3.00,3.00,N
988,2019-04-01,16:58:33,3,12,384,Y,1,1,37,1,3.00,3.00,N
993,2019-04-01,13:42:10,3,12,398,N,1,1,43,1,3.00,3.00,N
994,2019-04-01,15:50:59,3,17,44,N,1,1,39,1,4.25,4.25,N
1000,2019-04-01,16:07:20,3,17,732,N,1,1,23,2,5.00,2.50,N
1010,2019-04-01,16:17:52,3,17,430,N,1,1,29,2,5.00,2.50,N
1014,2019-04-01,13:19:36,3,12,601,N,1,1,23,1,2.50,2.50,N
1015,2019-04-01,11:40:26,3,12,7,N,1,1,52,2,5.00,2.50,N
1017,2019-04-01,11:15:33,3,17,318,Y,1,1,54,1,2.50,2.50,N
1018,2019-04-01,19:39:00,3,17,467,Y,1,1,47,2,6.00,3.00,N
1023,2019-04-01,15:27:11,3,12,434,Y,1,1,58,2,7.00,3.50,N
1033,2019-04-01,14:53:00,3,12,781,N,1,1,43,1,3.00,3.00,N
1042,2019-04-01,19:45:16,3,12,316,N,1,1,41,1,4.25,4.25,N
1046,2019-04-01,19:38:00,3,12,399,N,1,1,33,1,3.50,3.50,N
1051,2019-04-01,19:04:14,3,17,403,Y,1,1,29,2,5.00,2.50,N
1052,2019-04-01,17:59:05,3,12,685,N,1,1,48,1,2.50,2.50,N
1057,2019-04-01,15:44:32,3,17,409,N,1,1,44,2,5.00,2.50,N
1057,2019-04-01,15:44:32,3,17,409,N,1,5,78,1,4.50,4.50,N
1064,2019-04-01,17:32:16,3,12,557,Y,1,1,38,2,7.50,3.75,N
1065,2019-04-01,12:33:35,3,17,231,Y,1,1,29,2,5.00,2.50,N
1071,2019-04-01,11:36:00,3,17,571,N,1,1,40,2,7.50,3.75,N
1072,2019-04-01,16:20:47,3,12,235,Y,1,1,41,1,4.25,4.25,N
1088,2019-04-01,15:59:51,3,17,226,N,1,1,50,2,5.00,2.50,N
1093,2019-04-01,16:03:30,3,17,745,N,1,1,34,2,4.90,2.45,N
1094,2019-04-01,15:01:50,3,12,355,Y,1,1,27,1,3.50,3.50,N
1095,2019-04-01,13:40:47,3,17,177,Y,1,1,54,2,5.00,2.50,N
1096,2019-04-01,17:15:12,3,12,379,N,1,1,59,1,4.50,4.50,N
1108,2019-04-01,11:36:56,3,17,654,Y,1,1,55,1,4.00,4.00,N
1114,2019-04-01,17:10:35,3,12,428,N,1,1,59,1,4.50,4.50,N
1116,2019-04-01,17:29:08,3,12,402,Y,1,1,37,1,3.00,3.00,N
1117,2019-04-01,18:10:03,3,12,179,Y,1,1,58,1,3.50,3.50,N
1120,2019-04-01,14:45:37,3,17,536,N,1,1,38,1,3.75,3.75,N
1123,2019-04-01,12:09:46,3,17,299,N,1,1,26,2,6.00,3.00,N
1125,2019-04-01,12:50:28,3,12,184,Y,1,1,32,2,6.00,3.00,N
1145,2019-04-01,12:13:07,3,12,328,N,1,1,42,1,2.50,2.50,N
1146,2019-04-01,17:22:36,3,17,574,N,1,1,36,1,3.75,3.75,N
1151,2019-04-01,13:41:09,3,12,337,N,1,1,42,2,5.00,2.50,N
1167,2019-04-01,17:51:22,3,12,5,N,1,1,53,1,3.00,3.00,N
1169,2019-04-01,13:52:28,3,12,669,Y,1,1,56,2,5.10,2.55,N
1169,2019-04-01,13:52:28,3,12,669,Y,1,5,70,1,3.25,3.25,N
1182,2019-04-01,19:18:58,3,12,80,Y,1,1,53,1,3.00,3.00,N
1185,2019-04-01,12:40:00,3,17,490,N,1,1,37,2,6.00,3.00,N
1185,2019-04-01,12:40:00,3,17,490,N,1,5,69,1,3.25,3.25,N
1187,2019-04-01,12:48:08,3,17,567,Y,1,1,38,2,7.50,3.75,N
1195,2019-04-01,11:50:23,3,17,222,Y,1,1,36,2,7.50,3.75,N
1198,2019-04-01,15:44:22,3,12,408,Y,1,1,38,2,7.50,3.75,N
1201,2019-04-01,16:56:48,3,12,85,N,1,1,28,1,2.00,2.00,N
1206,2019-04-01,15:52:23,3,12,540,N,1,1,29,2,5.00,2.50,N
1207,2019-04-01,12:36:17,3,12,55,N,1,1,40,2,7.50,3.75,N
1207,2019-04-01,12:36:17,3,12,55,N,1,5,71,1,3.75,3.75,N
1209,2019-04-01,17:29:25,3,17,2,Y,1,1,46,1,2.50,2.50,N
1209,2019-04-01,17:29:25,3,17,2,Y,1,5,75,1,3.50,3.50,N
1210,2019-04-01,19:41:15,3,12,135,N,1,1,51,1,3.00,3.00,N
1230,2019-04-01,15:27:54,3,12,227,N,1,1,56,1,2.55,2.55,N
1233,2019-04-01,15:42:49,3,17,305,N,1,1,40,1,3.75,3.75,N
1238,2019-04-01,12:43:33,3,17,453,Y,1,1,29,1,2.50,2.50,N
1247,2019-04-01,11:33:29,3,12,146,Y,1,1,45,1,3.00,3.00,N
1247,2019-04-01,11:33:29,3,12,146,Y,1,5,74,1,3.50,3.50,N
1257,2019-04-01,13:35:04,3,12,646,N,1,1,30,2,6.00,3.00,N
1261,2019-04-01,14:02:12,3,12,770,Y,1,1,49,1,3.00,3.00,N
1264,2019-04-01,14:55:34,3,17,97,Y,1,1,34,2,4.90,2.45,N
1271,2019-04-01,12:46:55,3,17,434,N,1,1,33,1,3.50,3.50,N
1271,2019-04-01,12:46:55,3,17,434,N,1,5,75,1,3.50,3.50,N
1278,2019-04-01,14:20:06,3,12,181,N,1,1,35,2,6.20,3.10,N
1279,2019-04-01,12:56:33,3,17,247,N,1,1,61,1,4.75,4.75,N
1285,2019-04-01,15:55:50,3,17,3,N,1,1,31,2,4.40,2.20,N
1286,2019-04-01,15:26:37,3,12,606,N,1,1,41,2,8.50,4.25,N
1288,2019-04-01,17:55:47,3,12,603,Y,1,1,59,2,9.00,4.50,N
1288,2019-04-01,17:55:47,3,12,603,Y,1,5,70,1,3.25,3.25,N
1291,2019-04-01,14:46:03,3,12,428,N,1,1,44,2,5.00,2.50,N
1291,2019-04-01,14:46:03,3,12,428,N,1,5,77,1,3.00,3.00,N
1293,2019-04-01,11:05:21,3,17,447,N,1,1,31,2,4.40,2.20,N
1296,2019-04-01,14:03:41,3,17,730,Y,1,1,32,1,3.00,3.00,N
1297,2019-04-01,15:57:47,3,17,672,Y,1,1,57,2,6.20,3.10,N
1298,2019-04-01,16:36:10,3,12,189,Y,1,1,28,1,2.00,2.00,N
1301,2019-04-01,18:22:53,3,17,169,Y,1,1,32,1,3.00,3.00,N
1301,2019-04-01,18:22:53,3,17,169,Y,1,5,79,1,3.75,3.75,N
1302,2019-04-01,19:12:14,3,17,18,Y,1,1,22,1,2.00,2.00,N
1320,2019-04-01,17:37:58,3,17,646,Y,1,1,31,2,4.40,2.20,N
1325,2019-04-01,12:03:43,3,17,477,Y,1,1,44,1,2.50,2.50,N
1332,2019-04-01,13:00:03,3,17,377,Y,1,1,36,2,7.50,3.75,N
1333,2019-04-01,18:25:51,3,12,258,Y,1,1,61,1,4.75,4.75,N
1334,2019-04-01,16:30:37,3,17,8,N,1,1,33,2,7.00,3.50,N
1343,2019-04-01,16:19:17,3,17,404,Y,1,1,56,1,2.55,2.55,N
1352,2019-04-01,14:37:23,3,12,369,Y,1,1,34,2,4.90,2.45,N
1355,2019-04-01,11:01:58,3,17,580,Y,1,1,38,1,3.75,3.75,N
1355,2019-04-01,11:01:58,3,17,580,Y,1,5,75,1,3.50,3.50,N
1359,2019-04-01,14:31:32,3,12,429,N,1,1,33,2,7.00,3.50,N
1362,2019-04-01,12:47:29,3,17,11,N,1,1,48,1,2.50,2.50,N
1364,2019-04-01,16:55:13,3,12,365,N,1,1,29,1,2.50,2.50,N
1364,2019-04-01,16:55:13,3,12,365,N,1,5,73,1,3.75,3.75,N
1367,2019-04-01,14:25:32,3,12,51,N,1,1,58,2,7.00,3.50,N
1371,2019-04-01,14:43:13,3,12,373,N,1,1,50,2,5.00,2.50,N
1380,2019-04-01,15:22:11,3,12,725,Y,1,1,39,2,8.50,4.25,N
1383,2019-04-01,18:42:04,3,12,656,Y,1,1,60,2,7.50,3.75,N
1384,2019-04-01,17:44:04,3,17,677,Y,1,1,47,2,6.00,3.00,N
1386,2019-04-01,15:36:03,3,17,441,N,1,1,52,1,2.50,2.50,N
1386,2019-04-01,15:36:03,3,17,441,N,1,5,79,1,3.75,3.75,N
1388,2019-04-01,14:17:29,3,17,101,N,1,1,26,1,3.00,3.00,N
1389,2019-04-01,11:14:45,3,17,212,Y,1,1,52,2,5.00,2.50,N
1391,2019-04-01,17:42:35,3,12,199,Y,1,1,24,1,3.00,3.00,N
1402,2019-04-01,16:12:12,3,17,230,Y,1,1,54,1,2.50,2.50,N
1402,2019-04-01,16:12:12,3,17,230,Y,1,5,76,1,3.50,3.50,N
1404,2019-04-01,11:40:20,3,12,534,Y,1,1,61,1,4.75,4.75,N
1406,2019-04-01,12:27:46,3,12,231,Y,1,1,59,1,4.50,4.50,N
1407,2019-04-01,19:57:56,3,12,448,Y,1,1,35,1,3.10,3.10,N
1416,2019-04-01,11:59:48,3,17,391,N,1,1,52,2,5.00,2.50,N
1417,2019-04-01,18:49:50,3,17,168,N,1,1,51,2,6.00,3.00,N
1419,2019-04-01,14:34:35,3,17,447,Y,1,1,52,2,5.00,2.50,N
1419,2019-04-01,14:34:35,3,17,447,Y,1,5,75,1,3.50,3.50,N
1430,2019-04-01,14:13:48,3,12,25,Y,1,1,61,1,4.75,4.75,N
1430,2019-04-01,14:13:48,3,12,25,Y,1,5,77,1,3.00,3.00,N
1436,2019-04-01,18:52:57,3,12,90,Y,1,1,59,2,9.00,4.50,N
1437,2019-04-01,17:25:45,3,12,677,Y,1,1,58,2,7.00,3.50,N
1447,2019-04-01,18:22:12,3,12,70,N,1,1,61,2,9.50,4.75,N
1459,2019-04-01,14:36:23,3,12,581,N,1,1,30,2,6.00,3.00,N
1461,2019-04-01,14:07:12,3,17,398,N,1,1,41,2,8.50,4.25,N
1475,2019-04-01,17:10:34,3,12,459,Y,1,1,27,1,3.50,3.50,N
1478,2019-04-01,13:31:51,3,12,744,Y,1,1,44,2,5.00,2.50,N
1480,2019-04-01,18:43:19,3,12,795,Y,1,1,57,1,3.10,3.10,N
